Number,SnapId,Distance,Bad Matches,Total Matches,Confidence,FaceId,Top,Bottom,Left,Right,UserEstimate
1,"5c389ba0152b4f2eea00a51d, 'New', 'New', 'New'",1.0695158243179321,0c9b16cc-e3dc-4288-b235-ed76e9011adc,195,407,343,555,3,,,
2,"5c389b5b152b4f2eea00a3e8, 'New', 'New', 'New'",1.0419840812683105,0b3416d0-8c1d-4390-b676-3be0003249e9,167,239,551,622,0,,,
3,"5c389b5b152b4f2eea00a3e8, 'New', 'New', 'New'",0.7620049715042114,e1894372-eb31-4f6b-ab9c-60a53d2c325b,244,347,783,885,0,,,
4,"5c389a2d152b4f2eea009d5c, 'New', 'New', 'New'",0.8616418838500977,c3d3a2bd-3972-492d-b4dd-ae2f3c7e052b,236,359,131,254,3,,,
5,"5c389970152b4f2eea00980b, 'New', 'New', 'New'",1.0725017786026,ad54b424-2e40-49d2-9306-2de9b220ec08,233,336,596,699,0,,,
6,"5c389885152b4f2eea009247, 'New', 'New', 'New'",1.0882693529129028,36d3218a-0b0f-4b75-8edd-a2195143f99d,161,284,293,416,0,,,
7,"5c389833152b4f2eea009035, 'New', 'New', 'New'",1.1021891832351685,c3e3cc49-cc9d-4f41-b935-10d690912899,214,361,323,471,4,,,
8,"5c38981e152b4f2eea00901c, 'New', 'New', 'New'",0.18407154083251953,c9b0dbb4-76b2-44a0-af06-1a3b92e81b84,350,527,393,570,5,,,
9,"5c3897f6152b4f2eea008f29, 'New', 'New', 'New'",1.0504573583602905,08e8fe65-7297-4e78-9769-4d15b631b00b,261,438,214,391,4,,,
10,"5c389782152b4f2eea008bad, 'New', 'New', 'New'",1.0706995725631714,c787a1b1-f753-455e-a1ca-0894c8f0c3d6,243,420,680,857,0,,,
11,"5c38975f152b4f2eea008aea, 'New', 'New', 'New'",1.0797346830368042,3d689647-b9f2-4af8-8f60-347293e7262e,225,402,196,373,0,,,
12,"5c3896ad152b4f2eea0086fe, 'New', 'New', 'New'",1.0712511539459229,1120101d-f212-4ac4-bde2-422e67250152,323,446,293,416,2,,,
13,"5c389696152b4f2eea00869c, 'New', 'New', 'New'",0.9135006666183472,13a8023d-90b0-43ea-b598-e41965eb19ad,184,331,353,501,0,,,
14,"5c389696152b4f2eea00869c, 'New', 'New', 'New'",0.18799257278442383,2c480b0b-d4f1-4188-9aaa-5cf0c7af8019,249,308,213,272,undefined,,,
15,"5c38967b152b4f2eea008608, 'New', 'New', 'New'",1.0823441743850708,ce3d84b8-ddd1-4c8c-9a37-30ced8690a6f,136,313,196,373,0,,,
16,"5c3895e6152b4f2eea008463, 'New', 'New', 'New'",1.060181736946106,d2e52f75-4790-4a1d-89ae-9bb7aa1ebd2f,261,438,286,463,0,,,
17,"5c3895df152b4f2eea00845c, 'New', 'New', 'New'",0.3075605630874634,0115e320-b740-4f91-973a-a68861ce6b0b,281,494,321,534,5,,,
18,"5c38951c152b4f2eea0082ff, 'New', 'New', 'New'",1.0626509189605713,6dcb0354-4a0e-4ea3-89e3-ad12d90fdb35,173,386,386,599,3,,,
19,5c3894b1152b4f2eea00815e,0.1449356973171234,0,1,0.7277863621711731,13a8023d-90b0-43ea-b598-e41965eb19ad,124,272,294,441,3
20,"5c38948f152b4f2eea008128, 'New', 'New', 'New'",1.0155895948410034,20795a38-dffe-4a17-ab62-7b58e07be3c6,303,451,323,471,4,,,
21,"5c389488152b4f2eea00810a, 'New', 'New', 'New'",0.569400429725647,fa08246f-7e1a-4454-a7a0-59d0e38222a6,243,420,71,248,0,,,
22,"5c389438152b4f2eea008036, 'New', 'New', 'New'",1.051528811454773,d93642ff-8bbc-477e-bdd7-94f0c0584ff5,318,466,130,277,2,,,
23,"5c3893cc152b4f2eea007e68, 'New', 'New', 'New'",0.8825854063034058,13ce3852-4e57-4a00-bb20-175d16725f9e,238,450,128,341,0,,,
24,"5c389321152b4f2eea007c5a, 'New', 'New', 'New'",0.9988852739334106,e6ca4bb1-9922-4191-95a1-ec653c3471b4,315,491,304,480,undefined,,,
25,"5c38931b152b4f2eea007c41, 'New', 'New', 'New'",1.0708304643630981,19726b5c-988c-46da-95ee-434283f7e82b,217,429,300,512,undefined,,,
26,"5c38931b152b4f2eea007c41, 'New', 'New', 'New'",1.0245451927185059,448b9b95-e502-4a3c-9859-39ef174eb86f,285,371,74,159,undefined,,,
27,"5c3892c3152b4f2eea007bad, 'New', 'New', 'New'",1.0664786100387573,2167c980-e578-4bc4-a0ed-f0644d91d268,184,331,204,352,undefined,,,
28,"5c3892ad152b4f2eea007b7e, 'New', 'New', 'New'",0.08460640907287598,7cef34aa-df6a-465a-bc42-ffb5570b282f,185,308,318,440,undefined,,,
29,"5c389270152b4f2eea007a90, 'New', 'New', 'New'",1.0587376356124878,d3c7c0c9-6ad3-43ca-9fa9-93d982a92133,243,420,178,355,undefined,,,
30,5c3891dc152b4f2eea0079c3,0.09994563460350037,0,1,1.0288640260696411,1120101d-f212-4ac4-bde2-422e67250152,348,495,234,382,undefined
31,"5c38915d152b4f2eea0078d0, 'New', 'New', 'New'",0.24694621562957764,864e68cf-ae2f-4fd1-ae70-a4b1b6f2b47e,378,525,368,516,undefined,,,
32,"5c38914b152b4f2eea007899, 'New', 'New', 'New'",0.8970382213592529,c9cdebac-4b94-4f6d-b3bf-bd919f47846d,302,515,257,470,undefined,,,
33,"5c3890dc152b4f2eea0077f6, 'New', 'New', 'New'",1.0530039072036743,2714c408-1d95-44ee-9b3d-490d0755e6ba,236,359,194,317,undefined,,,
34,"5c3890d0152b4f2eea0077e7, 'New', 'New', 'New'",1.0939526557922363,376a7759-ebee-4d06-a7db-285282330401,136,313,178,355,undefined,,,
35,"5c38909e152b4f2eea0077a9, 'New', 'New', 'New'",0.488897442817688,493d6f81-05c2-4d53-9a6d-36a9c0edb9f9,229,376,458,605,undefined,,,
36,5c38908a152b4f2eea00778a,0.1664968878030777,0,2,1.0584441423416138,376a7759-ebee-4d06-a7db-285282330401,203,305,347,450,undefined
37,5c38907c152b4f2eea00777b,0.16418546438217163,0,1,1.0340195894241333,c787a1b1-f753-455e-a1ca-0894c8f0c3d6,214,361,309,456,undefined
38,"5c389059152b4f2eea007752, 'New', 'New', 'New'",0.8985635042190552,b1d7e9b9-1947-4aab-accf-de7a2066888b,302,515,365,577,undefined,,,
39,"5c389006152b4f2eea007655, 'New', 'New', 'New'",1.0692461729049683,f1c2afe7-6967-4071-a942-4473403e3f0e,273,421,413,560,undefined,,,
40,"5c388fba152b4f2eea0075de, 'New', 'New', 'New'",0.9375902414321899,7c947a7f-de66-4f27-ab8c-578f89be47ed,109,257,503,650,undefined,,,
41,"5c388fae152b4f2eea0075d4, 'New', 'New', 'New'",1.0663750171661377,667a0ca9-c99b-4e4a-a2ce-81a085d72ab2,111,234,143,266,undefined,,,
42,"5c388f92152b4f2eea0075a1, 'New', 'New', 'New'",1.0677578449249268,a5029fe5-dd4b-47b5-b108-a456af193188,151,253,285,388,undefined,,,
43,"5c388f8d152b4f2eea007595, 'New', 'New', 'New'",1.019569754600525,d6f4d277-af05-4402-b7eb-900ea66454fb,338,440,285,388,undefined,,,
44,"5c388f79152b4f2eea00757b, 'New', 'New', 'New'",1.0222066640853882,466dd86a-d071-4070-b89c-c71a93d76918,100,277,107,284,undefined,,,
45,"5c388f5d152b4f2eea00753f, 'New', 'New', 'New'",0.9427944421768188,f4034f6a-4475-4c79-936f-fa4195eac2ab,302,515,343,555,undefined,,,
46,"5c388f2c152b4f2eea0074e4, 'New', 'New', 'New'",1.0444856882095337,9c09a193-43dc-4c16-bfdb-f252db9a0d32,94,242,219,367,undefined,,,
47,"5c388f1e152b4f2eea0074c9, 'New', 'New', 'New'",1.0463553667068481,bd4205d8-4af8-4d12-a0da-d090b94e41a8,154,330,321,498,undefined,,,
48,"5c388eb6152b4f2eea0071ef, 'New', 'New', 'New'",1.0357102155685425,c226391d-b30d-4beb-9bd9-9e9eccd82b25,225,402,196,373,undefined,,,
49,"5c388eaf152b4f2eea0071d5, 'New', 'New', 'New'",1.075316309928894,564c7af1-353e-4091-884f-b2f0b658e994,273,421,234,382,undefined,,,
50,"5c388e9e152b4f2eea007181, 'New', 'New', 'New'",0.7711721658706665,ce54a539-5d6c-4d69-9e01-e57b391a8150,363,510,264,411,undefined,,,
51,5c388e23152b4f2eea006fcc,0.13388831913471222,0,2,1.0844076871871948,564c7af1-353e-4091-884f-b2f0b658e994,206,460,270,524,undefined
52,5c388e1e152b4f2eea006f1c,0.08134277164936066,0,1,0.5746059417724609,e1894372-eb31-4f6b-ab9c-60a53d2c325b,229,376,488,635,undefined
53,"5c388dfe152b4f2eea006e9a, 'New', 'New', 'New'",0.8258082866668701,253b02ec-a5ee-489b-baba-451a0fc2e8bd,397,520,218,341,undefined,,,
54,"5c388df0152b4f2eea006e70, 'New', 'New', 'New'",0.29337161779403687,072052fe-2196-459c-977e-8855822f04ab,224,310,575,660,undefined,,,
55,"5c388dd9152b4f2eea006daf, 'New', 'New', 'New'",0.7204679250717163,6ae496d4-e436-4792-8631-d370863a4dd5,378,525,353,501,undefined,,,
56,5c388da5152b4f2eea006c92,0.16037198901176453,0,1,1.1144953966140747,376a7759-ebee-4d06-a7db-285282330401,190,275,281,366,undefined
57,"5c388d94152b4f2eea006c2a, 'New', 'New', 'New'",0.24948525428771973,4123beac-cc3e-4c77-b59b-8fe63c59f7f4,154,302,234,382,undefined,,,
58,"5c388d78152b4f2eea006bc6, 'New', 'New', 'New'",0.4644148349761963,9a5712a1-1ea7-42b2-8ccf-eb9b2988126d,217,429,386,599,undefined,,,
59,5c388d1d152b4f2eea006a2f,0.18294724822044373,0,1,1.0773522853851318,bd4205d8-4af8-4d12-a0da-d090b94e41a8,258,406,353,501,undefined
60,5c388c96152b4f2eea0066e0,0.17001137137413025,0,1,0.6635562777519226,20795a38-dffe-4a17-ab62-7b58e07be3c6,128,383,579,834,undefined
61,"5c388c56152b4f2eea006542, 'New', 'New', 'New'",1.0737794637680054,cf4f1a19-bacf-496b-bc58-44c00acef4af,238,450,236,448,undefined,,,
62,"5c388bce152b4f2eea00621a, 'New', 'New', 'New'",1.1116667985916138,50b51f31-5a64-4854-bdde-a6209f5cbf12,306,409,493,595,undefined,,,
63,"5c388b9e152b4f2eea006097, 'New', 'New', 'New'",1.0556610822677612,38f2104d-1139-4738-b456-9f42a6f26e7f,131,343,236,448,undefined,,,
64,5c388b95152b4f2eea00607e,0.1707250028848648,0,1,1.0485056638717651,38f2104d-1139-4738-b456-9f42a6f26e7f,118,295,160,337,undefined
65,"5c388b87152b4f2eea005e75, 'New', 'New', 'New'",1.056126356124878,8c6dc609-e9f4-47d9-a109-6515a6c13918,207,384,160,337,undefined,,,
66,5c388b3e152b4f2eea005cd0,0.13901932537555695,0,1,0.893071174621582,36d3218a-0b0f-4b75-8edd-a2195143f99d,88,300,407,620,undefined
67,5c388b38152b4f2eea005a8c,0.15824389457702637,0,1,1.068302035331726,36d3218a-0b0f-4b75-8edd-a2195143f99d,82,259,286,463,undefined
68,"5c388b32152b4f2eea005a7e, 'New', 'New', 'New'",0.9326387643814087,2fd3014d-5c11-4b58-b38a-ab2975646339,363,510,398,546,undefined,,,
69,5c388b32152b4f2eea005a7e,0.16768252849578857,0,2,0.5570213794708252,36d3218a-0b0f-4b75-8edd-a2195143f99d,195,254,207,266,undefined
70,5c388b10152b4f2eea005988,0.15697920322418213,0,1,1.081986665725708,1120101d-f212-4ac4-bde2-422e67250152,323,446,455,578,undefined
71,"5c388b02152b4f2eea00592c, 'New', 'New', 'New'",1.0713777542114258,6f956c50-275b-4a1e-bdf8-e38f210856a5,214,361,323,471,undefined,,,
72,"5c388afa152b4f2eea00590e, 'New', 'New', 'New'",1.062031865119934,a7a4d463-d74a-4b2e-b855-fa7760c96d72,229,376,383,531,undefined,,,
73,5c388aee152b4f2eea00588a,0.18410348892211914,0,1,0.9025481939315796,a7a4d463-d74a-4b2e-b855-fa7760c96d72,236,359,330,453,undefined
74,"5c388aee152b4f2eea00588a, 'New', 'New', 'New'",0.4055469036102295,2ff81b0b-c7dc-48e7-b690-6f7f40e5bbd2,296,398,814,917,undefined,,,
75,"5c388ae2152b4f2eea00586b, 'New', 'New', 'New'",0.08148407936096191,825cf1cf-880f-494f-a99e-3688fbfa0291,285,344,861,920,undefined,,,
76,"5c388a39152b4f2eea0052a4, 'New', 'New', 'New'",1.0376328229904175,c87debb8-2f5a-435a-b1da-366e22c542e7,243,391,578,725,undefined,,,
77,"5c388a2b152b4f2eea005273, 'New', 'New', 'New'",0.9884041547775269,46430cc3-17e7-455f-bce0-4e4d1c815fc3,306,409,461,564,undefined,,,
78,"5c388a23152b4f2eea005264, 'New', 'New', 'New'",1.0480077266693115,46cf3fb6-e40d-426f-ae56-ea1a1ad80061,297,368,414,485,undefined,,,
79,"5c388863152b4f2eea004857, 'New', 'New', 'New'",0.909803032875061,0151cd94-27ff-4f96-8926-4f45e6e7d1ac,297,474,357,534,undefined,,,
80,"5c388858152b4f2eea0047fb, 'New', 'New', 'New'",1.0853792428970337,979506cd-33a0-4a44-bef1-3c17c08da847,285,408,355,478,undefined,,,
81,5c388820152b4f2eea0046eb,0.1837022602558136,0,2,1.0736148357391357,ce3d84b8-ddd1-4c8c-9a37-30ced8690a6f,213,315,254,356,undefined
82,"5c388804152b4f2eea004646, 'New', 'New', 'New'",1.0622754096984863,ff45163e-4b0a-43a5-a626-ab970a2e7092,207,384,214,391,undefined,,,
83,5c3887f4152b4f2eea0045e3,0.1677483320236206,0,1,1.0395822525024414,c9cdebac-4b94-4f6d-b3bf-bd919f47846d,348,495,279,426,undefined
84,"5c3886e6152b4f2eea003d7c, 'New', 'New', 'New'",1.0852383375167847,c9efe9bb-42af-48ea-a41b-c2ee57988b33,169,317,219,367,undefined,,,
85,5c3885ce152b4f2eea003766,0.18348249793052673,0,1,1.0390335321426392,c226391d-b30d-4beb-9bd9-9e9eccd82b25,318,466,338,486,undefined
86,5c3885bb152b4f2eea0036d1,0.1486421525478363,0,1,0.9956961870193481,1120101d-f212-4ac4-bde2-422e67250152,347,470,392,515,undefined
87,5c38853b152b4f2eea003318,0.13545987010002136,0,1,1.0562918186187744,13a8023d-90b0-43ea-b598-e41965eb19ad,207,384,214,391,undefined
88,"5c388461152b4f2eea002c9c, 'New', 'New', 'New'",0.48419153690338135,a3123f65-c311-493a-b5ef-c2597635b1a9,111,234,131,254,undefined,,,
89,5c38843e152b4f2eea002b74,0.16955780982971191,0,1,1.0369747877120972,bd4205d8-4af8-4d12-a0da-d090b94e41a8,152,365,300,512,undefined
90,"5c388434152b4f2eea002ad3, 'New', 'New', 'New'",1.0537158250808716,61e187a7-4c6f-4e78-ba36-5d56be9bd5cb,207,384,429,606,undefined,,,
91,"5c388429152b4f2eea002a5c, 'New', 'New', 'New'",0.9029031991958618,a8641936-2fd5-409e-911d-bd5b22964017,242,327,194,280,undefined,,,
92,"5c388429152b4f2eea002a5c, 'New', 'New', 'New'",0.852806806564331,36ef0076-7bea-42d9-a047-d49a1e5a13c2,302,515,558,770,undefined,,,
93,5c388416152b4f2eea0029a0,0.18707133829593658,0,1,1.0663145780563354,13ce3852-4e57-4a00-bb20-175d16725f9e,288,436,219,367,undefined
94,"5c388416152b4f2eea0029a0, 'New', 'New', 'New'",1.0330817699432373,73358dc9-e1a8-4877-b067-972742445dbe,260,472,708,921,undefined,,,
95,5c388416152b4f2eea0029a0,0.18342454731464386,0,1,0.8933824300765991,61e187a7-4c6f-4e78-ba36-5d56be9bd5cb,231,290,195,254,undefined
96,5c38840f152b4f2eea002970,0.1675959825515747,0,1,1.086870789527893,73358dc9-e1a8-4877-b067-972742445dbe,258,406,608,755,undefined
97,"5c38840f152b4f2eea002970, 'New', 'New', 'New'",1.0499008893966675,598586ac-0c02-4055-9c82-e6a2f1dbec14,272,395,206,329,undefined,,,
98,"5c38840f152b4f2eea002970, 'New', 'New', 'New'",1.0414265394210815,b824765d-4871-4c9c-bc0a-104007a2695f,232,303,54,125,undefined,,,
99,"5c388408152b4f2eea002935, 'New', 'New', 'New'",1.0154086351394653,4a75270d-a8dd-4700-9bc0-864020aa150e,233,336,452,554,undefined,,,
100,"5c388408152b4f2eea002935, 'New', 'New', 'New'",0.9267194271087646,611a8e2a-9b37-4ac3-ac02-c31cfa6bfc17,255,314,135,194,undefined,,,
101,"5c3883fd152b4f2eea0028dc, 'New', 'New', 'New'",1.0144098997116089,9d2aa914-acb4-41a1-92fd-56787c42230d,260,472,42,254,undefined,,,
102,"5c3883e9152b4f2eea0028b0, 'New', 'New', 'New'",0.9168885946273804,b5788f52-140c-4ddf-96f4-bd0696834cce,258,406,473,620,undefined,,,
103,"5c3881b9152b4f2eea001458, 'New', 'New', 'New'",1.0710570812225342,f79ae629-ce83-43e7-8f42-fcef757a4f9d,211,333,256,378,undefined,,,
104,"5c3881ab152b4f2eea0013c7, 'New', 'New', 'New'",1.0871719121932983,1dd5a827-1e69-4e2f-a0c3-bce0733ca56c,225,402,411,588,undefined,,,
105,5c3881ab152b4f2eea0013c7,0.09296196699142456,0,2,1.0495259761810303,f79ae629-ce83-43e7-8f42-fcef757a4f9d,225,284,213,272,undefined
106,5c3881a0152b4f2eea0013b0,0.12360313534736633,0,1,1.125830054283142,1dd5a827-1e69-4e2f-a0c3-bce0733ca56c,237,296,177,236,undefined
107,"5c3881a0152b4f2eea0013b0, 'New', 'New', 'New'",0.9759567975997925,92be0440-6bed-42c8-a0db-727f8d0ef50f,152,365,321,534,undefined,,,
108,"5c388194152b4f2eea00134f, 'New', 'New', 'New'",1.0574586391448975,393096ea-7b59-4b45-b6c0-2c0e8df50409,333,480,458,605,undefined,,,
109,"5c388189152b4f2eea001335, 'New', 'New', 'New'",1.0478415489196777,e1ece50f-c7a8-4b9f-b664-32d0886cd2a1,275,377,327,429,undefined,,,
110,5c38817c152b4f2eea0012dd,0.14081774652004242,0,5,0.7961486577987671,376a7759-ebee-4d06-a7db-285282330401,50,305,373,628,undefined
111,"5c388175152b4f2eea0012c1, 'New', 'New', 'New'",0.7653311491012573,c4f68027-bd44-4aa8-a3db-287e7b2360c3,164,250,402,487,undefined,,,
112,"5c38816e152b4f2eea0012b4, 'New', 'New', 'New'",0.9579905271530151,4fba1833-5e88-48bc-99e0-221287b4cfeb,88,300,515,728,undefined,,,
113,"5c388132152b4f2eea00108e, 'New', 'New', 'New'",0.8535090684890747,f512bf16-4c13-4ca6-88ec-e8231b8a5026,185,308,230,353,undefined,,,
114,"5c388116152b4f2eea001042, 'New', 'New', 'New'",1.0681051015853882,0bc5b6a2-d933-4e7b-903e-19196100219e,199,346,323,471,undefined,,,
115,5c388045152b4f2eea0006b9,0.16976748406887054,0,1,1.041157841682434,73358dc9-e1a8-4877-b067-972742445dbe,261,438,-1,176,undefined
116,5c388045152b4f2eea0006b9,0.09341801702976227,0,2,0.9224082231521606,611a8e2a-9b37-4ac3-ac02-c31cfa6bfc17,261,332,184,254,undefined
117,"5c387fe0152b4f2eea000235, 'New', 'New', 'New'",1.0733717679977417,cbaed325-a7d9-44b4-aa6c-fab5e3d24d20,258,406,383,531,undefined,,,
118,5c387f7f152b4f2eeafffe59,0.17450755834579468,0,1,1.0577597618103027,7c947a7f-de66-4f27-ab8c-578f89be47ed,154,302,309,456,undefined
119,"5c387f79152b4f2eeafffe54, 'New', 'New', 'New'",1.0370138883590698,205726cb-7faa-4495-ba90-e4712e906ab3,124,272,219,367,undefined,,,
120,"5c387f6a152b4f2eeafffdaf, 'New', 'New', 'New'",0.9776959419250488,d6de002e-e2e9-43c6-9f48-3d5d0c53cda6,185,308,330,453,undefined,,,
121,5c387f6a152b4f2eeafffdaf,0.184317946434021,0,2,0.8599961996078491,2ff81b0b-c7dc-48e7-b690-6f7f40e5bbd2,273,332,723,782,undefined
122,"5c387f5a152b4f2eeafffd7e, 'New', 'New', 'New'",1.0818198919296265,580e3469-3106-40ab-b0de-550941748bea,333,480,368,516,undefined,,,
123,"5c387f4c152b4f2eeafffc95, 'New', 'New', 'New'",1.0445013046264648,022024a7-8752-4a3e-a402-343c8afb5c10,260,383,604,727,undefined,,,
124,5c387f38152b4f2eeafffc10,0.17434436082839966,0,2,1.0619137287139893,73358dc9-e1a8-4877-b067-972742445dbe,260,472,365,577,undefined
125,5c387f13152b4f2eeafffaeb,0.1751793622970581,0,2,0.9859620332717896,50b51f31-5a64-4854-bdde-a6209f5cbf12,303,451,458,605,undefined
126,5c387f13152b4f2eeafffaeb,0.12495767325162888,0,2,0.12664246559143066,580e3469-3106-40ab-b0de-550941748bea,288,436,816,964,undefined
127,5c387f03152b4f2eeafffac6,0.15722832083702087,0,2,1.087931752204895,580e3469-3106-40ab-b0de-550941748bea,285,371,497,582,undefined
128,"5c387f03152b4f2eeafffac6, 'New', 'New', 'New'",1.0556765794754028,029c57e5-5f19-4a3e-b8a9-dced1ff2189c,288,436,323,471,undefined,,,
129,"5c387efd152b4f2eeafffa31, 'New', 'New', 'New'",1.075837254524231,2b4dbda6-17b7-4905-9073-b2817617d885,318,466,264,411,undefined,,,
130,5c387e90152b4f2eeafff71a,0.18228745460510254,0,1,1.0604146718978882,13a8023d-90b0-43ea-b598-e41965eb19ad,211,333,380,503,undefined
131,"5c387e73152b4f2eeafff47e, 'New', 'New', 'New'",1.0543142557144165,e3f15c06-4551-44a8-9a07-d1eb30672b4d,173,296,181,304,undefined,,,
132,"5c387e50152b4f2eeafff379, 'New', 'New', 'New'",1.0459071397781372,0af5ee73-a55a-4c64-9be8-d8b42bedbc9b,251,336,229,314,undefined,,,
133,"5c387e50152b4f2eeafff379, 'New', 'New', 'New'",0.738406777381897,eca6f288-4290-480f-b096-95e5644f05da,211,281,11,82,undefined,,,
134,"5c387d62152b4f2eeaffec46, 'New', 'New', 'New'",0.6065682768821716,1c891ebd-8eda-4e16-b29b-53e70a053e70,203,305,441,543,undefined,,,
135,5c387d44152b4f2eeaffeb4b,0.17690101265907288,0,2,1.045533299446106,466dd86a-d071-4070-b89c-c71a93d76918,79,227,353,501,undefined
136,"5c387d22152b4f2eeaffea97, 'New', 'New', 'New'",1.0569484233856201,a37ed7a7-0b4e-41bb-a9f5-62fc4850f67f,260,472,214,426,undefined,,,
137,"5c387d06152b4f2eeaffea35, 'New', 'New', 'New'",1.0600610971450806,99804d5a-f119-4e20-be1d-6969659999e5,248,371,281,404,undefined,,,
138,5c387cae152b4f2eeaffe791,0.18955466151237488,0,1,1.0635775327682495,13a8023d-90b0-43ea-b598-e41965eb19ad,184,331,219,367,undefined
139,"5c387c9e152b4f2eeaffe5b8, 'New', 'New', 'New'",1.0702847242355347,dc543608-9775-467a-a8fb-bbe0909eadee,171,348,178,355,undefined,,,
140,"5c387c12152b4f2eeaffe23a, 'New', 'New', 'New'",1.0564324855804443,28442d6f-e71a-4c8d-ad04-a7765d207e15,273,421,518,665,undefined,,,
141,5c387c04152b4f2eeaffe21a,0.17522397637367249,0,1,0.6070319414138794,a3123f65-c311-493a-b5ef-c2597635b1a9,302,515,494,706,undefined
142,"5c387bf0152b4f2eeaffe16b, 'New', 'New', 'New'",1.0592068433761597,0bc2f4e3-9bf3-4ddf-ab0b-ccf2159de71f,66,278,171,383,undefined,,,
143,5c387be6152b4f2eeaffe10d,0.1681634783744812,0,2,1.025556206703186,0bc5b6a2-d933-4e7b-903e-19196100219e,154,330,304,480,undefined
144,"5c387bb1152b4f2eeaffdf7b, 'New', 'New', 'New'",0.9151550531387329,23174d49-c142-447f-b8c2-c2e91172ee42,46,223,644,821,undefined,,,
145,"5c387b8f152b4f2eeaffdefd, 'New', 'New', 'New'",1.0732405185699463,e9bece9f-d4b1-4e09-a972-e8a851bd8491,169,317,189,337,undefined,,,
146,"5c387b40152b4f2eeaffdca0, 'New', 'New', 'New'",1.0691941976547241,5241b744-df8e-47cb-ae88-24a2c661c537,243,420,411,588,undefined,,,
147,5c387b33152b4f2eeaffdc41,0.17550167441368103,0,2,1.048376202583313,a3123f65-c311-493a-b5ef-c2597635b1a9,199,284,169,254,undefined
148,5c387b33152b4f2eeaffdc41,0.15922926366329193,0,1,1.021668791770935,5241b744-df8e-47cb-ae88-24a2c661c537,231,290,315,374,undefined
149,5c387b29152b4f2eeaffdc1c,0.16964131593704224,0,1,1.0642980337142944,1c891ebd-8eda-4e16-b29b-53e70a053e70,44,257,407,620,undefined
150,5c387b1f152b4f2eeaffdc00,0.17776495218276978,0,1,1.0386017560958862,f79ae629-ce83-43e7-8f42-fcef757a4f9d,213,272,279,338,undefined
151,"5c387b1f152b4f2eeaffdc00, 'New', 'New', 'New'",0.45574474334716797,8bfb1d7e-af03-4f42-98fe-301dea88445b,171,274,26,128,undefined,,,
152,5c387afd152b4f2eeaffdaca,0.18485870957374573,0,1,0.7183947563171387,2fd3014d-5c11-4b58-b38a-ab2975646339,397,520,579,702,undefined
153,5c387ae7152b4f2eeaffda4b,0.1509590893983841,0,3,1.0681759119033813,a3123f65-c311-493a-b5ef-c2597635b1a9,82,259,465,641,undefined
154,"5c387aad152b4f2eeaffd86a, 'New', 'New', 'New'",1.092171549797058,bae760c4-748d-47f0-b1eb-81794aa7668c,161,284,181,304,undefined,,,
155,"5c387a99152b4f2eeaffd81d, 'New', 'New', 'New'",1.0377520322799683,9cdecf03-93eb-4530-9c8c-a26088b68716,335,458,318,440,undefined,,,
156,5c387a89152b4f2eeaffd797,0.1824970543384552,0,1,0.9756056070327759,c787a1b1-f753-455e-a1ca-0894c8f0c3d6,281,494,343,555,undefined
157,"5c3879f4152b4f2eeaffd1f5, 'New', 'New', 'New'",1.0921560525894165,707cb33b-d6e8-4801-90ce-d53bbdcfc65f,154,302,279,426,undefined,,,
158,5c3879ca152b4f2eeaffd113,0.18139788508415222,0,1,1.037122130393982,f79ae629-ce83-43e7-8f42-fcef757a4f9d,229,376,428,575,undefined
159,"5c387900152b4f2eeaffcb27, 'New', 'New', 'New'",0.4553777575492859,7d42fb77-b393-4c13-87dc-e69cf44957f7,184,331,323,471,undefined,,,
160,5c3878eb152b4f2eeaffcaf2,0.18282358348369598,0,1,1.1078671216964722,4123beac-cc3e-4c77-b59b-8fe63c59f7f4,199,346,682,830,undefined
161,5c3878dd152b4f2eeaffca7f,0.17567020654678345,0,2,1.1243232488632202,c4f68027-bd44-4aa8-a3db-287e7b2360c3,223,346,230,353,undefined
162,5c387774152b4f2eeaffbfae,0.14606674015522003,0,2,0.42214345932006836,28442d6f-e71a-4c8d-ad04-a7765d207e15,244,347,285,388,undefined
163,"5c387703152b4f2eeaffbd16, 'New', 'New', 'New'",1.0362253189086914,516d991c-52ba-4057-9bb7-91fbb8af785e,139,287,264,411,undefined,,,
164,5c3876be152b4f2eeaffb9b3,0.18712368607521057,0,1,1.0443676710128784,d6f4d277-af05-4402-b7eb-900ea66454fb,273,421,249,397,undefined
165,5c3876b4152b4f2eeaffb942,0.1813511848449707,0,1,0.2484314739704132,7c947a7f-de66-4f27-ab8c-578f89be47ed,206,460,321,576,undefined
166,5c3876af152b4f2eeaffb8d6,0.07013391703367233,0,1,1.0278847217559814,707cb33b-d6e8-4801-90ce-d53bbdcfc65f,192,294,347,450,undefined
167,5c3876a8152b4f2eeaffb8b1,0.127359539270401,0,1,1.0364545583724976,707cb33b-d6e8-4801-90ce-d53bbdcfc65f,203,305,275,377,undefined
168,5c3876a1152b4f2eeaffb8a5,0.18974792957305908,0,1,1.0706071853637695,707cb33b-d6e8-4801-90ce-d53bbdcfc65f,192,294,285,388,undefined
169,"5c38769e152b4f2eeaffb8a3, 'New', 'New', 'New'",0.8195384740829468,90b783a6-bc86-46a3-9bc3-78c4b20cc6c9,199,346,249,397,undefined,,,
