Number,SnapId,Distance,Bad Matches,Total Matches,Confidence,FaceId,Top,Bottom,Left,Right,UserEstimate
981,5b583c9c39d29c5a1bc6a5fd,0.16218629479408264,0,3,1.0413774251937866,c4f68027-bd44-4aa8-a3db-287e7b2360c3,136,313,160,337,undefined
982,"5b583c8f39d29c5a1bc6a5db, 'New', 'New', 'New'",1.0782805681228638,34ceb5fb-929a-4fc7-92af-52d071e959f6,243,391,130,277,undefined,,,
983,"5b583b7039d29c5a1bc6a445, 'New', 'New', 'New'",0.9658163785934448,0317e18e-70ec-402a-b1cb-4f3bdecddde3,20,167,249,397,undefined,,,
984,"5b583b4339d29c5a1bc6a40b, 'New', 'New', 'New'",0.966057538986206,5ca56c5d-4c84-4a31-8065-5c54bc1c4902,161,284,243,366,undefined,,,
985,"5b583b3a39d29c5a1bc6a3fd, 'New', 'New', 'New'",1.0836613178253174,f0bdbeeb-f902-45ae-b3bb-ff73167cd19e,279,456,250,427,undefined,,,
986,"5b583b2c39d29c5a1bc6a3f2, 'New', 'New', 'New'",1.0027278661727905,6179cb0e-e0c7-448f-90f6-8e08709f87bc,315,491,17,194,undefined,,,
987,5b583b0139d29c5a1bc6a3b8,0.1884465217590332,0,1,0.0527777373790741,5068a509-ce09-48c5-8fe2-1441a461bc7a,243,391,727,875,undefined
988,5b583af439d29c5a1bc6a3a7,0.1109670028090477,0,1,1.0739367008209229,06939f14-ce4d-4cb5-9636-b363da1fb285,261,438,160,337,undefined
989,5b583ada39d29c5a1bc6a37a,0.18154211342334747,0,1,1.1480900049209595,fb353bbb-ebff-4f8c-9462-f3cf82f3e484,214,361,204,352,undefined
990,"5b583ad039d29c5a1bc6a370, 'New', 'New', 'New'",0.6409063339233398,a30d180d-3e8b-40d5-a837-d8aaf979d1bc,171,538,115,482,undefined,,,
991,5b583aca39d29c5a1bc6a35d,0.1561708152294159,0,3,1.0943779945373535,c787a1b1-f753-455e-a1ca-0894c8f0c3d6,272,395,641,764,undefined
992,"5b583aad39d29c5a1bc6a346, 'New', 'New', 'New'",1.0711718797683716,3c83bd07-3223-44bb-95fb-e2a979ba9cc7,173,386,300,512,undefined,,,
993,5b583a9e39d29c5a1bc6a32c,0.18262259662151337,0,1,1.0414525270462036,38aad6aa-658c-4d66-a0b8-0b22f0b9cb10,288,436,219,367,undefined
994,5b583a9639d29c5a1bc6a310,0.1710103154182434,0,2,1.049137830734253,931ac2b5-ded6-42e5-bbcb-556a36aed5ed,128,383,38,293,undefined
995,5b583a8e39d29c5a1bc6a2f6,0.15229474008083344,0,5,0.9794324636459351,63fc2f3b-afbf-4d73-95b4-2d47ca087bc2,285,388,265,367,undefined
996,5b583a8b39d29c5a1bc6a2ec,0.18369533121585846,0,3,0.4532608985900879,63fc2f3b-afbf-4d73-95b4-2d47ca087bc2,310,433,143,266,undefined
997,"5b583a5939d29c5a1bc6a2cf, 'New', 'New', 'New'",1.1030527353286743,3a590465-5aca-49ce-94b8-144412311cb3,169,317,368,516,undefined,,,
998,5b583a0d39d29c5a1bc6a2ac,0.16721323132514954,0,1,1.0738039016723633,162aac79-26d6-46d7-878e-d2eb3ed08d05,279,456,429,606,undefined
999,"5b58399b39d29c5a1bc6a235, 'New', 'New', 'New'",0.9406756162643433,ff47fee1-8060-46fb-8e74-22c4d6754864,225,402,268,445,undefined,,,
1000,5b58394a39d29c5a1bc6a1d7,0.13024012744426727,0,5,0.9071803092956543,c4f68027-bd44-4aa8-a3db-287e7b2360c3,225,402,339,516,undefined
1001,5b5836c839d29c5a1bc69f9a,0.15304389595985413,0,5,1.090309739112854,1aafd23d-e06c-4efa-bd33-7ba90312a898,211,333,81,204,undefined
1002,5b5836a839d29c5a1bc69f6e,0.1376049667596817,0,5,1.0535281896591187,4c909ef8-583a-458e-be33-a7978f800787,189,366,375,552,undefined
1003,5b58367d39d29c5a1bc69f2f,0.17860901355743408,0,1,0.9035841226577759,ff47fee1-8060-46fb-8e74-22c4d6754864,231,486,347,602,undefined
1004,5b58367039d29c5a1bc69f19,0.15741322934627533,0,3,1.0540705919265747,7066f083-e99e-4f48-9434-031ed30d50f2,261,438,286,463,undefined
1005,5b58366739d29c5a1bc69f02,0.1609363555908203,0,2,0.8651630878448486,eec681e9-5752-4f3d-9576-aafdd37c4981,23,236,300,512,undefined
1006,5b58362e39d29c5a1bc69ebb,0.14267557859420776,0,2,0.5317673683166504,a3123f65-c311-493a-b5ef-c2597635b1a9,66,278,192,405,undefined
1007,"5b5835da39d29c5a1bc69e2f, 'New', 'New', 'New'",1.024509310722351,d30727a2-56cf-4aec-9dff-fb7e24d19c7e,154,409,-14,241,undefined,,,
1008,"5b58356339d29c5a1bc69d94, 'New', 'New', 'New'",0.4733119010925293,198f07ee-3f28-42db-b7d7-2badcb7fd9d3,192,498,533,839,undefined,,,
1009,5b58355939d29c5a1bc69d8a,0.18009886145591736,0,3,1.055511236190796,ce3d84b8-ddd1-4c8c-9a37-30ced8690a6f,279,456,143,319,undefined
1010,5b5834ee39d29c5a1bc69cf7,0.18395642936229706,0,1,0.9059003591537476,e1894372-eb31-4f6b-ab9c-60a53d2c325b,217,429,257,470,undefined
1011,"5b5834aa39d29c5a1bc69c70, 'New', 'New', 'New'",0.8861109018325806,9b28b37e-dd1b-4111-b492-564955fe6a91,332,509,286,463,undefined,,,
1012,5b58347639d29c5a1bc69c3e,0.16151019930839539,0,2,1.0785112380981445,931ac2b5-ded6-42e5-bbcb-556a36aed5ed,154,409,347,602,undefined
1013,5b58346939d29c5a1bc69c29,0.18332308530807495,0,1,1.0670875310897827,08e8fe65-7297-4e78-9769-4d15b631b00b,199,346,249,397,undefined
1014,5b58326639d29c5a1bc6997e,0.1691952645778656,0,2,1.0764613151550293,931ac2b5-ded6-42e5-bbcb-556a36aed5ed,171,348,107,284,undefined
1015,5b58325f39d29c5a1bc69969,0.18265828490257263,0,1,1.0696336030960083,97e98efa-5a28-4a84-ad5a-85221d9f4407,183,242,147,206,undefined
1016,"5b58325f39d29c5a1bc69969, 'New', 'New', 'New'",1.0004507303237915,b0427e32-16a0-4f22-b601-f1a8cdcf2f87,179,434,270,524,undefined,,,
1017,5b58325c39d29c5a1bc69951,0.18851007521152496,0,1,1.0846070051193237,97e98efa-5a28-4a84-ad5a-85221d9f4407,183,242,147,206,undefined
1018,"5b58325c39d29c5a1bc69951, 'New', 'New', 'New'",1.056626558303833,51bf113d-067c-4ad3-8a0a-dd023484f923,185,308,181,304,undefined,,,
1019,5b58325239d29c5a1bc69928,0.10844539850950241,0,5,1.0425034761428833,51bf113d-067c-4ad3-8a0a-dd023484f923,229,376,159,307,undefined
1020,5b58324c39d29c5a1bc6991e,0.1696157157421112,0,1,1.0967594385147095,f715e62a-d737-4b7a-9df4-8b60ecabe213,136,313,357,534,undefined
1021,"5b58324c39d29c5a1bc6991e, 'New', 'New', 'New'",0.4712623953819275,3c22c64e-b9b9-4e52-8ca5-24ae3f8b5f7f,231,290,261,320,undefined,,,
1022,5b58320539d29c5a1bc698d1,0.12986740469932556,0,1,1.0346720218658447,2d8c8de5-f876-4cb1-90cf-68cf559c45ed,79,227,189,337,undefined
1023,5b5831f439d29c5a1bc698a7,0.1795543134212494,0,1,0.9658447504043579,a3123f65-c311-493a-b5ef-c2597635b1a9,35,182,130,277,undefined
1024,5b5831ed39d29c5a1bc698a3,0.16858980059623718,0,1,1.086166262626648,55153389-120e-48bf-ba3b-1a3de70372c7,199,346,279,426,undefined
1025,5b5831e139d29c5a1bc69894,0.17790775001049042,0,1,1.054529070854187,1fc031c6-71a3-4321-a9ac-bbf59e34f9f4,198,321,293,416,undefined
1026,"5b5831c639d29c5a1bc69870, 'New', 'New', 'New'",1.0306991338729858,e4f161b2-bd3f-46ea-b447-233d1fbbbb7e,260,472,321,534,undefined,,,
1027,"5b5831be39d29c5a1bc69859, 'New', 'New', 'New'",0.9864604473114014,12f75fad-4bd6-450f-84d1-fda9d7808bfc,100,277,35,212,undefined,,,
1028,5b5831a839d29c5a1bc69829,0.11775842308998108,0,2,0.9981038570404053,d486d479-1cee-407c-819f-09063e4c9879,203,305,254,356,undefined
1029,"5b58317739d29c5a1bc697df, 'New', 'New', 'New'",1.0618022680282593,52dd1184-5646-4e0d-8f44-ff9c31e13d16,318,466,279,426,undefined,,,
1030,5b58313639d29c5a1bc697b8,0.16051623225212097,0,3,1.0668483972549438,c3d3a2bd-3972-492d-b4dd-ae2f3c7e052b,109,321,192,405,undefined
1031,5b58311939d29c5a1bc69780,0.18208047747612,0,1,0.8513303995132446,cb589115-18fe-4e7f-9412-4c1171e3256c,275,347,270,341,undefined
1032,5b58310d39d29c5a1bc69751,0.12161573767662048,0,3,0.4254307150840759,cd4fdb37-d6cf-4361-9020-07f53cfb31d9,260,472,386,599,undefined
1033,5b58310939d29c5a1bc69743,0.18640440702438354,0,1,0.6064645051956177,74571049-aa67-43de-bd0b-b904cff51603,177,236,279,338,undefined
1034,5b58310939d29c5a1bc69743,0.13316965103149414,0,5,0.5164133310317993,e58e7965-ff35-4224-95cd-736b7e8e7ec4,273,421,279,426,undefined
1035,"5b58310939d29c5a1bc69743, 'New', 'New', 'New'",0.12680485844612122,15fbb3fd-8f63-4d5e-99bb-b75deff90913,219,278,87,146,undefined,,,
1036,5b5830ee39d29c5a1bc6970e,0.15329018235206604,0,5,0.7111304998397827,b87be9a0-a512-4020-bbc5-08c84118e237,131,343,257,470,undefined
1037,5b5830e539d29c5a1bc696fe,0.05287898704409599,0,3,1.0661882162094116,8f54a33a-4c13-465a-ab74-6545a397016b,261,438,411,588,undefined
1038,"5b5830e539d29c5a1bc696fe, 'New', 'New', 'New'",1.05120849609375,babc533d-53f7-477f-af77-9efbf0f87a94,261,320,321,380,undefined,,,
1039,"5b5830da39d29c5a1bc696e9, 'New', 'New', 'New'",1.0363935232162476,fe97c778-ee4e-4271-9946-475cbb2f2952,243,420,393,570,undefined,,,
1040,5b5830d639d29c5a1bc696df,0.1286100447177887,0,3,1.0487908124923706,376a7759-ebee-4d06-a7db-285282330401,258,406,368,516,undefined
1041,"5b5830cd39d29c5a1bc696d9, 'New', 'New', 'New'",1.0484226942062378,e9e17ad4-453a-4fa5-ba14-898c883fe1ab,7,312,254,560,undefined,,,
1042,5b5830bd39d29c5a1bc696ce,0.16541805863380432,0,2,0.9233143329620361,7c947a7f-de66-4f27-ab8c-578f89be47ed,102,357,373,628,undefined
1043,5b58304b39d29c5a1bc69641,0.17417827248573303,0,1,1.024187684059143,d4b8e80d-8d14-4eb0-ba19-b8f94bf78131,279,456,178,355,undefined
1044,"5b582fdf39d29c5a1bc69592, 'New', 'New', 'New'",1.073848843574524,b3f19d62-3daf-40ea-9ea7-9714c9b8b3f0,223,346,181,304,undefined,,,
1045,"5b582fcc39d29c5a1bc69579, 'New', 'New', 'New'",1.0749831199645996,7cc4a5d3-fb02-43e2-aa05-11c701191ea6,184,331,130,277,undefined,,,
1046,5b582fa939d29c5a1bc69547,0.18015635013580322,0,2,0.6982830166816711,20795a38-dffe-4a17-ab62-7b58e07be3c6,315,491,286,463,undefined
1047,5b582f0b39d29c5a1bc694bc,0.15062037110328674,0,5,0.7481822967529297,2addf033-6c59-44be-9517-36b5ddd9ea6f,88,300,450,663,undefined
1048,5b582efe39d29c5a1bc6947a,0.1867268830537796,0,2,0.8880002498626709,d6f4d277-af05-4402-b7eb-900ea66454fb,302,515,321,534,undefined
1049,5b582efa39d29c5a1bc69474,0.15534499287605286,0,3,1.0785504579544067,73358dc9-e1a8-4877-b067-972742445dbe,272,395,405,528,undefined
1050,5b582ef139d29c5a1bc69454,0.16019079089164734,0,5,0.9662281274795532,51bf113d-067c-4ad3-8a0a-dd023484f923,288,436,130,277,undefined
1051,5b582ee939d29c5a1bc6944e,0.18106138706207275,0,1,1.037962555885315,73358dc9-e1a8-4877-b067-972742445dbe,285,388,285,388,undefined
1052,5b582ebe39d29c5a1bc6942c,0.1724119782447815,0,3,0.7851114273071289,7d42fb77-b393-4c13-87dc-e69cf44957f7,44,257,257,470,undefined
1053,"5b582eab39d29c5a1bc6941b, 'New', 'New', 'New'",0.7738604545593262,63a4acdc-a27d-47c9-befb-75c9c77d38ea,260,383,107,229,undefined,,,
1054,5b582d4f39d29c5a1bc69242,0.14802289009094238,0,4,1.0520368814468384,bc765009-9678-4568-90b6-0b2fcc47a667,261,438,339,516,undefined
1055,"5b582d3439d29c5a1bc69225, 'New', 'New', 'New'",1.0253340005874634,386a7a04-3dc9-44e1-9d03-74303022cecb,211,333,131,254,undefined,,,
1056,5b582cfb39d29c5a1bc691e3,0.18711194396018982,0,1,0.9614019393920898,2a886a04-fa92-4a21-9748-80d181e265dc,131,343,300,512,undefined
1057,5b582cce39d29c5a1bc6918d,0.17739664018154144,0,3,1.0301936864852905,1a90d1c1-8d87-49e4-8777-cfda6d616156,229,376,159,307,undefined
1058,"5b582cb539d29c5a1bc69152, 'New', 'New', 'New'",1.0105961561203003,e6e04a98-1f12-45e2-8101-7dfa62643fed,327,429,223,326,undefined,,,
1059,"5b582cb539d29c5a1bc69152, 'New', 'New', 'New'",0.5438030958175659,583d8d8a-38fb-461e-87cf-9c8cc967c83e,242,327,800,884,undefined,,,
1060,"5b582cb139d29c5a1bc6914c, 'New', 'New', 'New'",1.0411854982376099,4c1c271c-71d4-4f50-bcc2-cf4c23b344d9,311,396,177,263,undefined,,,
1061,5b582cb139d29c5a1bc6914c,0.15302979946136475,0,3,0.04894059896469116,cfb18de0-67a1-4b34-8b10-5e4a97a0e68f,249,308,591,650,undefined
1062,"5b582c9d39d29c5a1bc6910a, 'New', 'New', 'New'",1.0451536178588867,e4a74b48-eb46-46f8-9906-368e00dff31e,277,362,263,349,undefined,,,
1063,5b582c9d39d29c5a1bc6910a,0.17387554049491882,0,1,0.06923949718475342,a3123f65-c311-493a-b5ef-c2597635b1a9,184,331,338,486,undefined
1064,5b582c9c39d29c5a1bc690fc,0.16554954648017883,0,1,1.041406512260437,e4a74b48-eb46-46f8-9906-368e00dff31e,268,353,272,358,undefined
1065,"5b582c9a39d29c5a1bc690f2, 'New', 'New', 'New'",1.0537992715835571,ace33f62-81f5-4425-8fa5-97346bfa5c76,273,332,207,266,undefined,,,
1066,5b582c9a39d29c5a1bc690f2,0.16947102546691895,0,2,0.12486076354980469,ce308c6b-9a15-4877-8256-503e21f1f31a,225,402,411,588,undefined
1067,5b582c8539d29c5a1bc690a5,0.14978842437267303,0,2,1.0581668615341187,c3e3cc49-cc9d-4f41-b935-10d690912899,207,384,178,355,undefined
1068,5b582c8539d29c5a1bc690a5,0.1690095067024231,0,1,0.40638911724090576,51bf113d-067c-4ad3-8a0a-dd023484f923,213,272,393,452,undefined
1069,5b582c6f39d29c5a1bc6907b,0.13676518201828003,0,4,1.072240948677063,707cb33b-d6e8-4801-90ce-d53bbdcfc65f,199,346,249,397,undefined
1070,5b582c6239d29c5a1bc69069,0.12713243067264557,0,1,1.064954161643982,b3f19d62-3daf-40ea-9ea7-9714c9b8b3f0,136,313,178,355,undefined
1071,5b582c5539d29c5a1bc69052,0.15704765915870667,0,2,0.7572797536849976,23174d49-c142-447f-b8c2-c2e91172ee42,118,295,268,445,undefined
1072,5b582c4d39d29c5a1bc69030,0.18477120995521545,0,1,1.106855869293213,8fd87ad4-bc8f-49f8-9e84-1de30bda227d,214,361,323,471,undefined
1073,5b582c4439d29c5a1bc69016,0.1548376977443695,0,5,1.0719878673553467,376a7759-ebee-4d06-a7db-285282330401,203,305,244,347,undefined
1074,5b582c2039d29c5a1bc68fe1,0.12227506935596466,0,3,1.0384355783462524,51bf113d-067c-4ad3-8a0a-dd023484f923,100,405,100,405,undefined
1075,5b582c2039d29c5a1bc68fe1,0.1824573576450348,0,1,0.05945467948913574,d6f4d277-af05-4402-b7eb-900ea66454fb,255,314,45,104,undefined
1076,5b582c0f39d29c5a1bc68fc0,0.11262546479701996,0,1,1.0647296905517578,51bf113d-067c-4ad3-8a0a-dd023484f923,131,343,300,512,undefined
1077,"5b582c0f39d29c5a1bc68fc0, 'New', 'New', 'New'",0.6007131338119507,3c7954d9-e083-4691-a4ea-4dcdb2c5f3fc,285,388,151,253,undefined,,,
1078,5b582c0839d29c5a1bc68fae,0.16778910160064697,0,2,1.0666614770889282,b0427e32-16a0-4f22-b601-f1a8cdcf2f87,238,450,494,706,undefined
1079,"5b582c0839d29c5a1bc68fae, 'New', 'New', 'New'",0.3119281530380249,8916632c-883d-401b-ad65-615b9f80cb9e,340,411,184,254,undefined,,,
1080,"5b582bfe39d29c5a1bc68fa4, 'New', 'New', 'New'",1.0381395816802979,d26dfd6d-86ba-42b5-8aff-712c26c4f683,118,295,357,534,undefined,,,
1081,5b582bef39d29c5a1bc68f66,0.16169343888759613,0,1,1.0723531246185303,d26dfd6d-86ba-42b5-8aff-712c26c4f683,211,281,112,182,undefined
1082,5b582be939d29c5a1bc68f4a,0.12920530140399933,0,5,0.9344006776809692,e026ad60-9f17-418c-a865-c07eadac9de4,379,481,368,470,undefined
1083,5b582be939d29c5a1bc68f4a,0.18741604685783386,0,1,0.02270054817199707,9308a9aa-f724-4aa5-9859-556ca813bdd9,203,275,148,218,undefined
1084,5b582bdb39d29c5a1bc68f2a,0.11167832463979721,0,2,1.0737107992172241,707cb33b-d6e8-4801-90ce-d53bbdcfc65f,214,361,368,516,undefined
1085,"5b582bc239d29c5a1bc68ede, 'New', 'New', 'New'",0.9680956602096558,204b64ee-75e9-4394-a299-f7d57dfec315,173,386,407,620,undefined,,,
1086,"5b582bbd39d29c5a1bc68ed2, 'New', 'New', 'New'",1.0351431369781494,c1f81b08-f4cc-4676-ae2b-783db682f836,169,317,219,367,undefined,,,
1087,"5b582b8b39d29c5a1bc68ea1, 'New', 'New', 'New'",1.1052061319351196,a8df0106-10d1-446d-9efd-bc4a8add3537,225,402,232,409,undefined,,,
1088,"5b582b8039d29c5a1bc68e94, 'New', 'New', 'New'",1.020554780960083,f43df264-5897-4e50-b2f0-77cd7d9c6ae6,242,327,419,504,undefined,,,
1089,"5b582b7b39d29c5a1bc68e84, 'New', 'New', 'New'",1.0943163633346558,2159a65b-4086-4009-bee3-248d097377b1,214,361,294,441,undefined,,,
1090,5b582b7339d29c5a1bc68e5f,0.16644719243049622,0,1,1.1115795373916626,2159a65b-4086-4009-bee3-248d097377b1,218,289,234,305,undefined
1091,5b582b7339d29c5a1bc68e5f,0.15832878649234772,0,2,1.0584906339645386,a8df0106-10d1-446d-9efd-bc4a8add3537,225,296,615,686,undefined
1092,5b582b7339d29c5a1bc68e5f,0.17428094148635864,0,1,0.17866414785385132,07dfd537-df96-4f56-a2f7-457115e0c74c,173,386,321,534,undefined
1093,5b582b6839d29c5a1bc68e50,0.18915200233459473,0,1,0.7260579466819763,cfb18de0-67a1-4b34-8b10-5e4a97a0e68f,214,361,234,382,undefined
1094,5b582b6139d29c5a1bc68e3b,0.13344624638557434,0,2,1.0529115200042725,2159a65b-4086-4009-bee3-248d097377b1,199,284,212,297,undefined
1095,5b582b6139d29c5a1bc68e3b,0.14897023141384125,0,5,0.34099292755126953,23174d49-c142-447f-b8c2-c2e91172ee42,173,386,278,491,undefined
1096,"5b582b4139d29c5a1bc68df6, 'New', 'New', 'New'",0.5953629612922668,e2b59a3b-d7bf-4bc5-927d-93037928c654,77,331,321,576,undefined,,,
1097,"5b582b3939d29c5a1bc68dea, 'New', 'New', 'New'",0.5814800262451172,92715c24-fc2c-4552-9427-ea776927887a,7,312,254,560,undefined,,,
1098,"5b582b3439d29c5a1bc68dca, 'New', 'New', 'New'",0.47229909896850586,a6ffb8f6-4e88-4bca-a030-097925babee4,184,331,697,845,undefined,,,
1099,"5b582b1939d29c5a1bc68d9d, 'New', 'New', 'New'",1.0739631652832031,9e7e2ea9-f5ed-4dc2-8f55-e2493afbbec3,139,287,130,277,undefined,,,
1100,"5b582afb39d29c5a1bc68d63, 'New', 'New', 'New'",1.0690075159072876,eab99c61-809a-4695-af99-a229e5b00508,109,257,174,322,undefined,,,
1101,5b582abe39d29c5a1bc68d3d,0.17938299477100372,0,3,0.7409537434577942,f9c3e99f-739b-4fd5-813a-b689df7d0bdd,302,515,278,491,undefined
1102,5b582a9839d29c5a1bc68cfe,0.15025120973587036,0,4,1.0113364458084106,efd00da6-4356-4016-ae4e-67a092c7cb6f,199,346,667,815,undefined
1103,5b582a6739d29c5a1bc68cb7,0.18968161940574646,0,1,1.0662349462509155,7d7ee192-8aed-4ebd-89c5-532ea14be6b0,243,391,338,486,undefined
1104,"5b582a5239d29c5a1bc68c86, 'New', 'New', 'New'",1.047904372215271,7d06e658-5ed7-461a-95c8-d920a37538b6,244,347,213,315,undefined,,,
1105,5b582a3839d29c5a1bc68c59,0.17848914861679077,0,1,1.0548880100250244,d831f65c-1a6a-42bb-a72e-ad0221400ec9,285,388,151,253,undefined
1106,"5b582a3839d29c5a1bc68c59, 'New', 'New', 'New'",0.8999215364456177,bd7248c4-bc17-4a13-92a3-cceee86ce1f8,249,308,231,290,undefined,,,
1107,5b5829f339d29c5a1bc68bf7,0.15466617047786713,0,4,0.7588986158370972,8345595f-a31b-4f92-975e-21bfb141ce2f,315,491,411,588,undefined
1108,5b5829b639d29c5a1bc68b93,0.180428147315979,0,1,1.0581858158111572,d486d479-1cee-407c-819f-09063e4c9879,169,317,338,486,undefined
1109,5b5829a739d29c5a1bc68b79,0.14683377742767334,0,2,0.18603968620300293,8916632c-883d-401b-ad65-615b9f80cb9e,238,450,149,362,undefined
1110,5b58298b39d29c5a1bc68b49,0.18857429921627045,0,1,1.0390981435775757,2ff81b0b-c7dc-48e7-b690-6f7f40e5bbd2,224,310,531,617,undefined
1111,"5b58292f39d29c5a1bc68aff, 'New', 'New', 'New'",1.053311824798584,a7e8528d-ffae-47b2-b119-963974a6139f,238,450,128,341,undefined,,,
1112,5b58288439d29c5a1bc689ef,0.18288493156433105,0,1,1.1260004043579102,ce3d84b8-ddd1-4c8c-9a37-30ced8690a6f,195,407,429,641,undefined
1113,5b58287e39d29c5a1bc689e3,0.17488300800323486,0,2,1.0608723163604736,e9bece9f-d4b1-4e09-a972-e8a851bd8491,184,331,204,352,undefined
1114,5b58284239d29c5a1bc68957,0.12678003311157227,0,4,1.0775748491287231,162aac79-26d6-46d7-878e-d2eb3ed08d05,171,348,125,302,undefined
1115,"5b58276539d29c5a1bc68822, 'New', 'New', 'New'",1.079480528831482,abe8fb4b-0944-4ef2-8fa4-7261df76092f,207,384,286,463,undefined,,,
1116,"5b58275239d29c5a1bc687f4, 'New', 'New', 'New'",0.9311449527740479,3dfd7578-9e24-4a8d-adc0-523868cfa212,231,486,321,576,undefined,,,
1117,5b58274139d29c5a1bc687d8,0.18839040398597717,0,1,0.8379851579666138,aa183080-83d3-4d00-976b-ac078133cb90,302,515,278,491,undefined
1118,"5b58273139d29c5a1bc687bd, 'New', 'New', 'New'",1.028394103050232,bbac930a-7c1b-4425-bffb-40cabd155961,79,227,249,397,undefined,,,
1119,5b58271739d29c5a1bc68788,0.17981797456741333,0,3,1.0698609352111816,bc765009-9678-4568-90b6-0b2fcc47a667,74,197,268,391,undefined
1120,"5b58270e39d29c5a1bc68777, 'New', 'New', 'New'",1.0321840047836304,41b00d95-f713-47ab-be6d-677181120727,189,366,321,498,undefined,,,
1121,5b5826f939d29c5a1bc68763,0.1587831974029541,0,3,0.988817572593689,bc765009-9678-4568-90b6-0b2fcc47a667,207,384,196,373,undefined
1122,5b5826c339d29c5a1bc6871d,0.16613541543483734,0,1,1.0858265161514282,c226391d-b30d-4beb-9bd9-9e9eccd82b25,124,272,264,411,undefined
1123,5b58269139d29c5a1bc686c3,0.17947068810462952,0,1,0.795038104057312,3e073a1d-1500-4940-8e24-f3d964885c45,302,515,601,813,undefined
1124,"5b58268539d29c5a1bc686b6, 'New', 'New', 'New'",1.037125825881958,a5f61fec-6bad-4e38-a4d4-4898ce5f4897,131,343,343,555,undefined,,,
1125,5b58265d39d29c5a1bc68680,0.18328702449798584,0,2,0.9233911037445068,162aac79-26d6-46d7-878e-d2eb3ed08d05,214,361,234,382,undefined
1126,"5b58264639d29c5a1bc68669, 'New', 'New', 'New'",1.0753849744796753,a177ec25-23f6-4ddb-a228-b6878595e8a4,260,383,566,689,undefined,,,
1127,"5b58264339d29c5a1bc68660, 'New', 'New', 'New'",1.0563722848892212,587ba2ea-3b2d-431d-b7ff-9336050bd340,217,429,128,341,undefined,,,
1128,"5b58262939d29c5a1bc6864a, 'New', 'New', 'New'",1.0034236907958984,2470cfd2-9170-4ee0-b0fa-be8d2e536124,195,407,300,512,undefined,,,
1129,"5b5825f039d29c5a1bc68631, 'New', 'New', 'New'",0.9575575590133667,aaf9e54c-6e34-40fa-b592-d29295ff32de,363,510,159,307,undefined,,,
1130,5b5825e139d29c5a1bc68613,0.1816709041595459,0,1,0.9569638967514038,493d6f81-05c2-4d53-9a6d-36a9c0edb9f9,124,272,473,620,undefined
1131,5b5825b939d29c5a1bc685c0,0.14595088362693787,0,5,0.6733733415603638,931ac2b5-ded6-42e5-bbcb-556a36aed5ed,184,331,368,516,undefined
1132,"5b58257639d29c5a1bc6856e, 'New', 'New', 'New'",1.0396299362182617,2bc572d0-4663-4187-9c1c-cb6e6cb5a0ad,131,343,429,641,undefined,,,
1133,"5b58256d39d29c5a1bc68527, 'New', 'New', 'New'",0.9406245946884155,192fd66d-4944-489c-b847-8053a4f4b910,118,295,447,624,undefined,,,
1134,5b58256139d29c5a1bc684ec,0.17079326510429382,0,5,0.9364341497421265,3fa08922-935d-48e1-bb60-3743cc412e8f,173,258,186,271,undefined
1135,5b58253939d29c5a1bc684b0,0.16789475083351135,0,4,1.0036758184432983,493d6f81-05c2-4d53-9a6d-36a9c0edb9f9,184,331,428,575,undefined
1136,5b58252839d29c5a1bc6849c,0.14973734319210052,0,5,1.0980507135391235,e2f03fc6-0720-477b-a664-16514d3bfb42,154,330,89,266,undefined
1137,"5b58251539d29c5a1bc68483, 'New', 'New', 'New'",0.42361199855804443,4bbc5c16-da15-4414-89b9-20c36630ef6f,203,305,461,564,undefined,,,
1138,5b58250239d29c5a1bc68465,0.1882091760635376,0,1,0.9588574171066284,f91256f1-0c5f-497e-ad84-0f4109afce6f,136,313,232,409,undefined
1139,5b5824f739d29c5a1bc6844f,0.1579650342464447,0,2,1.0893832445144653,707cb33b-d6e8-4801-90ce-d53bbdcfc65f,190,275,203,288,undefined
1140,"5b5824f739d29c5a1bc6844f, 'New', 'New', 'New'",1.0357526540756226,1793d1fe-8f4b-454f-9b30-785910861e63,260,472,278,491,undefined,,,
1141,"5b5824f439d29c5a1bc68443, 'New', 'New', 'New'",1.077223539352417,cfa7f683-0952-4f1a-8fa5-b4206d2a30b9,260,383,679,801,undefined,,,
1142,"5b5824f439d29c5a1bc68443, 'New', 'New', 'New'",1.0726038217544556,2d969565-d848-4175-a621-aaaf8a3c22a0,182,267,290,375,undefined,,,
1143,"5b5824e139d29c5a1bc68412, 'New', 'New', 'New'",1.0442556142807007,4da999a7-a9d2-40e2-be69-96965d753550,260,344,800,884,undefined,,,
1144,5b5824e139d29c5a1bc68412,0.11501463502645493,0,3,1.013272762298584,2d969565-d848-4175-a621-aaaf8a3c22a0,164,250,324,410,undefined
1145,5b5824e139d29c5a1bc68412,0.18979723751544952,0,1,0.42173779010772705,63fc2f3b-afbf-4d73-95b4-2d47ca087bc2,231,486,373,628,undefined
1146,5b5824d539d29c5a1bc683ea,0.14049920439720154,0,2,1.0638185739517212,2d969565-d848-4175-a621-aaaf8a3c22a0,124,272,130,277,undefined
1147,5b5824ce39d29c5a1bc683e3,0.15394055843353271,0,4,1.07783043384552,3e073a1d-1500-4940-8e24-f3d964885c45,154,302,338,486,undefined
